CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
FC_TRA_PIPE_E	Final consumption - transport sector - pipeline transport - energy use	Consommation finale - secteur des transports - transport par conduites - usage énergétique	Endenergieverbrauch - Verkehrssektor - Pipeline-Transport - energetischer Verbrauch	Y			
FC_TRA_PIPE_NE	Final consumption - transport sector - pipeline transport - non-energy use	Consommation finale - secteur des transports - transport par conduites - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - Pipeline-Transport - nichtenergetischer Verbrauch	Y			
FC_TRA_NSP	Final consumption - transport sector - not elsewhere specified	Consommation finale - secteur des transports - non spécifié ailleurs	Endenergieverbrauch - Verkehrssektor - nicht anders angegeben	Y			
FC_TRA_NSP_E	Final consumption - transport sector - not elsewhere specified - energy use	Consommation finale - secteur des transports - non spécifié ailleurs - usage énergétique	Endenergieverbrauch - Verkehrssektor - nicht anders angegeben - energetischer Verbrauch	Y			
FC_TRA_NSP_NE	Final consumption - transport sector - not elsewhere specified - non-energy use	Consommation finale - secteur des transports - non spécifié ailleurs - usage non-énergétique	Endenergieverbrauch - Verkehrssektor - nicht anders angegeben - nichtenergetischer Verbrauch	Y			
FC_OTH	Final consumption - other sectors	Consommation finale - autres secteurs	Endenergieverbrauch - Sonstige Sektoren	Y			
FC_OTH_E	Final consumption - other sectors - energy use	Consommation finale - autres secteurs - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - energetischer Verbrauch	Y			
FC_OTH_CP	Final consumption - other sectors - commercial and public services	Consommation finale - autres secteurs - commerce et services publics	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen	Y			
FC_OTH_CP_E	Final consumption - other sectors - commercial and public services - energy use	Consommation finale - autres secteurs - commerce et services publics - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch	Y			
FC_OTH_CP_E_HEAT	Final consumption - other sectors - commercial and public services - energy use - heating	Consommation finale - autres secteurs - commerce et services publics - chauffage	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Heizung	Y			
FC_OTH_CP_E_SH	Final consumption - other sectors - commercial and public services - energy use - space heating	Consommation finale - autres secteurs - commerce et services publics - chauffage des locaux	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Raumheizung	Y			
FC_OTH_CP_E_WH	Final consumption - other sectors - commercial and public services - energy use - water heating	Consommation finale - autres secteurs - commerce et services publics - chauffage de l’eau	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Warmwasserbereitung	Y			
FC_OTH_CP_E_CL	Final consumption - other sectors - commercial and public services - energy use - cooling	Consommation finale - autres secteurs - commerce et services publics - refroidissement	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Kühlung	Y			
FC_OTH_CP_E_SC	Final consumption - other sectors - commercial and public services - energy use - space cooling	Consommation finale - autres secteurs - commerce et services publics - refroidissement des locaux	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Raumkühlung	Y			
FC_OTH_CP_E_PC	Final consumption - other sectors - commercial and public services - energy use - process cooling	Consommation finale - autres secteurs - commerce et services publics - processus de refroidissement	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Kühlungsprozesse	Y			
FC_OTH_CP_E_LOUT	Final consumption - other sectors - commercial and public services - energy use - outdoor lighting	Consommation finale - autres secteurs - commerce et services publics - éclairage extérieur	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Außenbeleuchtung	Y			
FC_OTH_CP_E_LINDRE	Final consumption - other sectors - commercial and public services - energy use - indoor lighting and electrical appliances (including information and communication technologies)	Consommation finale - autres secteurs - commerce et services publics - éclairage intérieur et appareils électriques (y compris technologies de l'information et de la communication)	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Innenbeleuchtung und Elektrogeräte (mit Informations- und Kommunikationstechnologie)	Y			
FC_OTH_CP_E_OE_BLD	Final consumption - other sectors - commercial and public services - energy use - other end use - related to buildings	Consommation finale - autres secteurs - commerce et services publics - autre utilisation finale - liée aux bâtiments	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch - Sonstige Endnutzung - im Zusammenhang mit Gebäuden	Y			
FC_OTH_CP_E_OE_NBLD	Final consumption - other sectors - commercial and public services - energy use - other end use - not related to buildings	Consommation finale - autres secteurs - commerce et services publics - autre utilisation finale - non liée aux bâtiments	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - energetischer Verbrauch -  Sonstige Endnutzung - nicht im Zusammenhang mit Gebäuden	Y			
FC_OTH_CP_NE	Final consumption - other sectors - commercial and public services - non-energy use	Consommation finale - autres secteurs - commerce et services publics - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Handel und öffentliche Dienstleistungen - nichtenergetischer Verbrauch	Y			
FC_OTH_HH	Final consumption - other sectors - households	Consommation finale - autres secteurs - ménages	Endenergieverbrauch - Sonstige Sektoren - Haushalte	Y			
FC_OTH_HH_E	Final consumption - other sectors - households - energy use	Consommation finale - autres secteurs - ménages - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch	Y			
FC_OTH_HH_E_SH	Final consumption - other sectors - households - energy use - space heating	Consommation finale - autres secteurs - ménages - usage énergétique - chauffage des locaux	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Raumheizung	Y			
FC_OTH_HH_E_SC	Final consumption - other sectors - households - energy use - space cooling	Consommation finale - autres secteurs - ménages - usage énergétique - refroidissement des locaux	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Raumkühlung	Y			
FC_OTH_HH_E_WH	Final consumption - other sectors - households - energy use - water heating	Consommation finale - autres secteurs - ménages - usage énergétique - chauffage de l'eau	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Warmwasserbereitung	Y			
FC_OTH_HH_E_CK	Final consumption - other sectors - households - energy use - cooking	Consommation finale - autres secteurs - ménages - usage énergétique - cuisson	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Kochen	Y			
FC_OTH_HH_E_LE	Final consumption - other sectors - households - energy use - lighting and electrical appliances	Consommation finale - autres secteurs - ménages - usage énergétique - appareils électriques et d'éclairage	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Beleuchtung und Elektrogeräte	Y			
FC_OTH_HH_E_OE	Final consumption - other sectors - households - energy use - other end use	Consommation finale - autres secteurs - ménages - usage énergétique - autres utilisations finales	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Sonstige Endnutzung	Y			
FC_OTH_HH_NE	Final consumption - other sectors - households - non-energy use	Consommation finale - autres secteurs - ménages - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Haushalte - nichtenergetischer Verbrauch	Y			
FC_OTH_HH_CP_E	Final consumption - other sectors - households and commercial/public services - energy use	Consommation finale - autres secteurs - ménages et services commerciaux/publics - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Haushalte und Handel und öffentliche Dienstleistungen - energetischer Verbrauch	Y			
FC_OTH_HH_E_SH_HDD	Final consumption - other sectors - households - energy use - space heating - corrected with heating degree days	Consommation finale - autres secteurs - ménages - usage énergétique - chauffage des locaux - corrigée des degrés-jours de chauffage	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Raumheizung - korrigiert um Heizgradtagen	Y			
FC_OTH_HH_E_SC_CDD	Final consumption - other sectors - households - energy use - space cooling - corrected with cooling degree days	Consommation finale - autres secteurs - ménages - usage énergétique - refroidissement des locaux - corrigée des degrés-jours de refroidissement	Endenergieverbrauch - Sonstige Sektoren - Haushalte - energetischer Verbrauch - Raumkühlung - korrigiert um Kühlgradtagen	Y			
FC_OTH_AF	Final consumption - other sectors - agriculture and forestry	Consommation finale - autres secteurs - agriculture et sylviculture	Endenergieverbrauch - Sonstige Sektoren - Land- und Forstwirtschaft	Y			
FC_OTH_AF_E	Final consumption - other sectors - agriculture and forestry - energy use	Consommation finale - autres secteurs - agriculture et sylviculture - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Land- und Forstwirtschaft - energetischer Verbrauch	Y			
FC_OTH_AF_NE	Final consumption - other sectors - agriculture and forestry - non-energy use	Consommation finale - autres secteurs - agriculture et sylviculture - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Land- und Forstwirtschaft - nichtenergetischer Verbrauch	Y			
FC_OTH_A	Final consumption - other sectors - agriculture	Consommation finale - autres secteurs - agriculture	Endenergieverbrauch - Sonstige Sektoren - Landwirtschaft	Y			
FC_OTH_A_E	Final consumption - other sectors - agriculture - energy use	Consommation finale - autres secteurs - agriculture - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Landwirtschaft - energetischer Verbrauch	Y			
FC_OTH_A_NE	Final consumption - other sectors - agriculture - non-energy use	Consommation finale - autres secteurs - agriculture - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Landwirtschaft - nichtenergetischer Verbrauch	Y			
FC_OTH_F	Final consumption - other sectors - forestry	Consommation finale - autres secteurs - sylviculture	Endenergieverbrauch - Sonstige Sektoren - Forstwirtschaft	Y			
FC_OTH_F_E	Final consumption - other sectors - forestry - energy use	Consommation finale - autres secteurs - sylviculture - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Forstwirtschaft - energetischer Verbrauch	Y			
FC_OTH_F_NE	Final consumption - other sectors - forestry - non-energy use	Consommation finale - autres secteurs - sylviculture - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Forstwirtschaft - nichtenergetischer Verbrauch	Y			
FC_OTH_FISH	Final consumption - other sectors - fishing	Consommation finale - autres secteurs - pêche	Endenergieverbrauch - Sonstige Sektoren - Fischerei	Y			
FC_OTH_FISH_E	Final consumption - other sectors - fishing - energy use	Consommation finale - autres secteurs - pêche - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Fischerei - energetischer Verbrauch	Y			
FC_OTH_FISH_NE	Final consumption - other sectors - fishing - non-energy use	Consommation finale - autres secteurs - pêche - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Fischerei - nichtenergetischer Verbrauch	Y			
FC_OTH_NSP	Final consumption - other sectors - not elsewhere specified	Consommation finale - autres secteurs - non spécifié ailleurs	Endenergieverbrauch - Sonstige Sektoren - nicht anders angegeben	Y			
FC_OTH_NSP_E	Final consumption - other sectors - not elsewhere specified - energy use	Consommation finale - autres secteurs - non spécifié ailleurs - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - nicht anders angegeben - energetischer Verbrauch	Y			
FC_OTH_NSP_NE	Final consumption - other sectors - not elsewhere specified - non-energy use	Consommation finale - autres secteurs - non spécifié ailleurs - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - nicht anderswo angegeben - nichtenergetischer Verbrauch	Y			
FC_OTH_RES	Final consumption - other sectors - residential	Consommation finale - autres secteurs - résidentiel	Endenergieverbrauch - Sonstige Sektoren - Wohn	Y			
FC_OTH_RES_E	Final consumption - other sectors - residential - energy use	Consommation finale - autres secteurs - résidentiel - usage énergétique	Endenergieverbrauch - Sonstige Sektoren - Wohn - energetischer Verbrauch	Y			
FC_OTH_RES_NE	Final consumption - other sectors - residential - non-energy use	Consommation finale - autres secteurs - résidentiel - usage non-énergétique	Endenergieverbrauch - Sonstige Sektoren - Wohn - nichtenergetischer Verbrauch	Y			
FC_NIDF_CFDL	Final consumption - not identified and/or confidential	Consommation finale - non identifié et/ou confidentiel	Endenergieverbrauch - nicht identifiziert und/oder vertraulich	Y			
FC_NIDF_CFDL_E	Final consumption - not identified and/or confidential - energy use	Consommation finale - non identifié et/ou confidentiel - usage énergétique	Endenergieverbrauch - nicht identifiziert und/oder vertraulich - energetischer Verbrauch	Y			
FC_NIDF_CFDL_NE	Final consumption - not identified and/or confidential - non-energy use	Consommation finale - non identifié et/ou confidentiel - usage non-énergétique	Endenergieverbrauch - nicht identifiziert und/oder vertraulich - nichtenergetischer Verbrauch	Y			
STATDIFF	Statistical differences	Écarts statistiques	Statistische Differenzen	Y			
STATDIFF_INFLOW	Statistical differences - inflow	Écarts statistiques - flux entrant	Statistische Differenzen - Zugang	Y			
STATDIFF_OUTFLOW	Statistical differences - outflow	Écarts statistiques - flux sortant	Statistische Differenzen - Abgang	Y			
GEP	Gross electricity production	Production brute d'électricité	Bruttostromerzeugung	Y			
GEP_RED	Gross electricity production - Renewable Energy Directive	Production brute d'électricité - Directive sur les énergies renouvelables	Bruttostromerzeugung - Erneuerbare-Energien-Richtlinie	Y			
GEP_MAP	Gross electricity production - main activity producer	Production brute d'électricité - producteur dont c'est l'activité principale	Bruttostromerzeugung - hauptsächlich als Energieerzeuger tätiges Unternehmen	Y			
GEP_MAPE	Gross electricity production - main activity producer electricity only	Production brute d'électricité - producteur dont l'activité principale est la production d'électricité uniquement	Bruttostromerzeugung - hauptsächlich als Elektrizitätserzeuger tätiges Unternehmen	Y			
GEP_MAPCHP	Gross electricity production - main activity producer combined heat and power	Production brute d'électricité - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Bruttostromerzeugung - hauptsächlich als Elektrizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
GEP_AP	Gross electricity production - autoproducer	Production brute d'électricité - autoproducteur	Bruttostromerzeugung - Eigenerzeuger	Y			
GEP_APE	Gross electricity production - autoproducer electricity only	Production brute d'électricité - autoproducteur d'électricité uniquement	Bruttostromerzeugung - Eigenerzeuger nur Elektrizität	Y			
GEP_APCHP	Gross electricity production - autoproducer combined heat and power	Production brute d'électricité - autoproducteur de chaleur et d'électricité combinées	Bruttostromerzeugung - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
GEP_CHPM	Gross electricity production in CHP mode	Production brutte d'électricité en mode co-génération	Bruttostromerzeugung im KWK-Modus	Y			
GEP_CHPM_SHR	Share of gross electricity production in CHP mode	Part de l'électricité produite en mode co-génération	Anteil der Bruttostromerzeugung im KWK-Modus	Y			
GHP	Gross heat production	Production brute de chaleur	Bruttowärmeerzeugung	Y			
GHP_MAP	Gross heat production - main activity producer	Production brute de chaleur - producteur dont c'est l'activité principale	Bruttowärmeerzeugung - hauptsächlich als Energieerzeuger tätiges Unternehmen	Y			
GHP_MAPCHP	Gross heat production - main activity producer combined heat and power	Production brute de chaleur - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Bruttowärmeerzeugung - hauptsächlich als Elektrizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
GHP_MAPH	Gross heat production - main activity producer heat only	Production brute de chaleur - producteur dont l'activité principale est la production de chaleur uniquement	Bruttowärmeerzeugung - hauptsächlich als Wärmeerzeuger tätiges Unternehmen	Y			
GHP_AP	Gross heat production - autoproducer	Production brute de chaleur - autoproducteur	Bruttowärmeerzeugung - Eigenerzeuger	Y			
GHP_APCHP	Gross heat production - autoproducer combined heat and power	Production brute de chaleur - autoproducteur de chaleur et d'électricité combinées	Bruttowärmeerzeugung - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
GHP_APH	Gross heat production - autoproducer heat only	Production brute de chaleur - autoproducteur de chaleur uniquement	Bruttowärmeerzeugung - Eigenerzeuger nur Wärme	Y			
GHP_RED	Gross heat production - Renewable Energy Directive	Production brute de chaleur - Directive sur les énergies renouvelables	Bruttowärmeerzeugung - Erneuerbare-Energien-Richtlinie	Y			
GHP_HEAT_CL_RED	Gross heat production - heating and cooling - Renewable Energy Directive	Production brute de chaleur - chauffage et refroidissement - Directive sur les énergies renouvelables	Bruttowärmeerzeugung - Wärme- und Kälteerzeugung - Erneuerbare-Energien-Richtlinie	Y			
NEP	Net electricity production	Production nette d'électricité	Nettostromerzeugung	Y			
NEP_MAP	Net electricity production - main activity producer	Production nette d'électricité - producteur dont c'est l'activité principale	Nettostromerzeugung - hauptsächlich als Energieerzeuger tätiges Unternehmen	Y			
NEP_MAPE	Net electricity production - main activity producer electricity only	Production nette d'électricité - producteur dont l'activité principale est la production d'électricité uniquement	Nettostromerzeugung - hauptsächlich als Elektrizitätserzeuger tätiges Unternehmen	Y			
NEP_MAPCHP	Net electricity production - main activity producer combined heat and power	Production nette d'électricité - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Nettostromerzeugung - hauptsächlich als Elektrizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
NEP_AP	Net electricity production - autoproducer	Production nette d'électricité - autoproducteur	Nettostromerzeugung - Eigenerzeuger	Y			
NEP_APE	Net electricity production - autoproducer electricity only	Production nette d'électricité - autoproducteur d'électricité uniquement	Nettostromerzeugung - Eigenerzeuger nur Elektrizität	Y			
NEP_APCHP	Net electricity production - autoproducer combined heat and power	Production nette d'électricité - autoproducteur de chaleur et d'électricité combinées	Nettostromerzeugung - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
NHP	Net heat production	Production nette de chaleur	Nettowärme-erzeugung	Y			
NHP_MAP	Net heat production - main activity producer	Production nette de chaleur - producteur dont c'est l'activité principale	Nettowärmeerzeugung - hauptsächlich als Energieerzeuger tätiges Unternehmen	Y			
NHP_MAPCHP	Net heat production - main activity producer combined heat and power	Production nette de chaleur - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Nettowärmeerzeugung - hauptsächlich als Elektrizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
NHP_MAPH	Net heat production - main activity producer heat only	Production nette de chaleur - producteur dont l'activité principale est la production de chaleur uniquement	Nettowärmeerzeugung - hauptsächlich als Wärmeerzeuger tätiges Unternehmen	Y			
NHP_AP	Net heat production - autoproducer	Production nette de chaleur - autoproducteur	Nettowärme-erzeugung - Eigenerzeuger	Y			
NHP_APCHP	Net heat production - autoproducer combined heat and power	Production nette de chaleur - autoproducteur de chaleur et d'électricité combinées	Nettowärmeerzeugung - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
NHP_APH	Net heat production - autoproducer heat only	Production nette de chaleur - autoproducteur de chaleur uniquement	Nettowärmeerzeugung - Eigenerzeuger nur Wärme	Y			
BKFLOW	Backflows	Retours	Rückläufe	Y			
BKFLOW_DES	Backflows - direct export or sale	Retours - exportation ou vente directes	Rückläufe - direkter Export oder Verkauf	Y			
TBKFLOW	Transformation backflows	Retours de transformation	Rückläufe aus Umwandlungen	Y			
PPR	Primary product receipts	Produits primaires reçus	Rohstoffeingänge	Y			
IT	Interproduct transfers	Transferts entre produits	Austausch zwischen Erzeugnissen	Y			
PT	Products transferred	Produits transférés	Übertragung von Erzeugnissen	Y			
DU	Direct use	Usage direct	Direktverwendung	Y			
GD_PI	Gross deliveries to petrochemical industry	Livraisons brutes à l'industrie pétrochimique	Bruttolieferungen an die petrochemische Industrie	Y			
E_PI	Energy use in petrochemical industry	Usage énergétique dans l'industrie pétrochimique	Energieverbrauch in der petrochemischen Industrie	Y			
NE_PI	Non-energy use in petrochemical industry	Usage non-énergétique dans l'industrie pétrochimique	Nichtenergetischer Verbrauch in der petrochemischen Industrie	Y			
NE_MSC	Non-energy use - miscellaneous	Usage non-énergétique - divers	Nichtenergetischer Verbrauch - verschiedene	Y			
ND_TP	Net deliveries of total products	Livraisons nettes du total des produits	Nettolieferungen der gesamten Produkte	Y			
ND_PI	Net deliveries to the petrochemical industry	Livraisons nettes à l'industrie pétrochimique	Nettolieferungen an die petrochemische Industrie	Y			
REN	Renewable energy sources	Sources d'énergie renouvelable	Erneuerbare Energiequellen	Y			
REN_TRA	Renewable energy sources in transport	Sources d'énergie renouvelable dans les transports	Erneuerbare Energiequellen im Verkehrssektor	Y			
REN_ELC	Renewable energy sources in electricity	Sources d'énergie renouvelable dans l'électricité	Erneuerbare Energiequellen im Elektrizitätssektor	Y			
REN_HEAT_CL	Renewable energy sources in heating and cooling	Sources d'énergie renouvelable dans le chauffage et le refroidissement	Erneuerbare Energiequellen  in der Wärme- und Kälteerzeugung	Y			
REN_HEAT_CL_WHC	Renewable energy sources in heating and cooling - waste heat and cold	Sources d'énergie renouvelable dans le chauffage et le refroidissement - chaleur et froid résiduels	Erneuerbare Energiequellen  in der Wärme- und Kälteerzeugung - Abwärme und -kälte	Y			
REN_WHC_DHEAT_DCL	Renewable energy sources and waste heat and cold - district heating and cooling	Sources d'énergie renouvelable et chaleur et froid résiduels - chaleur et refroidissement urbains	Erneuerbare Energiequellen und Abwärme und -kälte - Fernwärme und Fernkälte	Y			
EI_GDP_PPS	Energy intensity of GDP in purchasing power standards (PPS)	Intensité énergétique du PIB en standard de pouvoir d'achat (SPA)	Energieintensität des BIP in Kaufkraftstandards (KKS)	Y			
EI_GDP_CLV05	Energy intensity of GDP in chain linked volumes (2005)	Intensité énergétique du PIB en volumes chaînés (2005)	Energieintensität des BIP in kettengebundenen Mengen (2005)	Y			
EI_GDP_CLV10	Energy intensity of GDP in chain linked volumes (2010)	Intensité énergétique du PIB en volumes chaînés (2010)	Energieintensität des BIP in kettengebundenen Mengen (2010)	Y			
EI_GDP_CLV15	Energy intensity of GDP in chain linked volumes (2015)	Intensité énergétique du PIB en volumes chaînés (2015)	Energieintensität des BIP in kettengebundenen Mengen (2015)	Y			
GFC_HEAT_CL_E	Gross final consumption - heating and cooling - energy use	Consommation finale brute - chauffage et refroidissement - usage énergétique	Bruttoendverbrauch - Wärme- und Kälteerzeugung - energetischer Verbrauch	Y			
GFC_DHEAT_DCL_E	Gross final consumption - district heating and cooling - energy use	Consommation finale brute - chaleur et refroidissement urbains - usage énergétique	Bruttoendverbrauch - Fernwärme und Fernkälte - energetischer Verbrauch	Y			
GFC_TRA_E_NMULTI	Gross final consumption - transport - energy use - without multipliers	Consommation finale brute  - secteur des transports - usage énergétique - sans multiplicateurs	Bruttoendverbrauch - Verkehrssektor - energetischer Verbrauch - ohne Multiplikatoren	Y			
GFC_TRA_E_MULTI	Gross final consumption - transport - energy use - with multipliers	Consommation finale brute  - secteur des transports - usage énergétique - avec multiplicateurs	Bruttoendverbrauch - Verkehrssektor - energetischer Verbrauch - mit Multiplikatoren	Y			
GFC_TRA_E_OT	Gross final consumption - transport - energy use - overall target calculation	Consommation finale brute  - secteur des transports - usage énergétique - calcul de l'objectif global	Bruttoendverbrauch - Verkehrssektor - energetischer Verbrauch - Gesamtzielberechnung	Y			
GFC_E_OT_NLIM_NST	Gross final consumption - energy use - overall target calculation (without 7% limit and without statistical transfers)	Consommation finale brute - usage énergétique - calcul de l'objectif global (sans limite de 7% et sans transferts statistiques)	Bruttoendverbrauch - energetischer Verbrauch - Gesamtzielberechnung (ohne 7% -Grenze und ohne statistische Transfers)	Y			
GFC_E_OTA_LIM	Gross final consumption - energy use - overall target calculation adjusted with the 7% limit	Consommation finale brute - usage énergétique - calcul de l'objectif global ajusté avec la limite de 7%	Bruttoendverbrauch - energetischer Verbrauch - Gesamtzielberechnung angepasst mit 7% -Grenze	Y			
GFC_E_OTA	Gross final consumption - energy use - overall target calculation adjusted	Consommation finale brute - usage énergétique - calcul de l'objectif global ajusté	Bruttoendverbrauch - energetischer Verbrauch - Gesamtzielberechnung angepasst	Y			
GFC_E_OT_NAVICAPA	Gross final consumption - energy use - overall target calculation without aviation cap adjustment	Consommation finale brute - usage énergétique - calcul de l'objectif global sans ajustement du plafond de l'aviation	Bruttoendverbrauch - energetischer Verbrauch - Gesamtzielberechnung ohne Anpassung der Obergrenze für Flugverkehr	Y			
GFC_E_AVI_ASHR	Gross final consumption - energy use - actual share of aviation	Consommation finale brute - usage énergétique - part réelle de l'aviation	Bruttoendverbrauch - energetischer Verbrauch - tatsächlicher Anteil des Flugverkehrs	Y			
GFC_ELC	Gross final consumption - electricity	Consommation finale brute - électricité	Bruttoendverbrauch - Strom	Y			
GFC_ELC_OT	Gross final consumption - electricity - overall target calculation	Consommation finale brute - électricité - calcul de l'objectif global	Bruttoendverbrauch - Strom - Gesamtzielberechnung	Y			
AC	Autoconsumption	Autoconsommation	Eigenverbrauch	Y			
LIM_OT	7% limit - overall target	Limite de 7% - objectif global	7% -Grenze - Gesamtziel	Y			
LIM_TT	7% limit - transport target	Limite de 7% - objectif pour le secteur des transports	7% -Grenze - Verkehrssektortziel	Y			
BIOL_BIOFCON_LIM	Bioliquids and biofuels contribution - 7% limit	Contribution des bioliquides et des biocarburants - limite de 7%	Beitrag von flüssigen Biokraftstoffen und Biobrennstoffen - 7% -Grenze	Y			
BIOFCON_LIM_TRA	Biofuels contribution - 7% limit - transport	Contribution des biocarburants - limite de 7% - secteur des transports	Beitrag von flüssigen Biokraftstoffen - 7% -Grenze - Verkehrssektor	Y			
BIOL_BIOF_FS_SHR	Share of bioliquids and biofuels from food sources	Part des bioliquides et des biocarburants provenant de sources alimentaires	Anteil von flüssigen Biokraftstoffen und Biobrennstoffen aus Nahrungsquellen	Y			
BIOF_FS_SHR	Share of biofuels from food sources	Part des biocarburants provenant de sources alimentaires	Anteil von flüssigen Biokraftstoffen aus Nahrungsquellen	Y			
BIOF_BIOG_PA_SHR	Share of advanced biofuels and biogas from Annex IX Part A in final energy consumption in transport	Part des biocarburants avancés et du biogaz de l'annexe IX partie A dans la consommation finale d'énergie dans les transports	Anteil von fortschrittlichen Biokraftstoffen und Biogas aus Anhang IX Teil A am Endenergieverbrauch im Verkehr	Y			
BIOF_BIOG_PB_SHR	Share of advanced biofuels and biogas from Annex IX Part B in final energy consumption in transport	Part des biocarburants avancés et du biogaz de l'annexe IX partie B dans la consommation finale d'énergie dans les transports	Anteil von fortschrittlichen Biokraftstoffen und Biogas aus Anhang IX Teil B am Endenergieverbrauch im Verkehr	Y			
HILUC_OT_SHR	Share of high indirect land use change-risk bioliquids, biofuels and biomass fuels for overall target	Part des bioliquides, biocarburants et combustibles issus de la biomasse présentant un risque élevé de changement indirect dans l’affectation des sols par rapport à l’objectif global	Anteil flüssiger Biobrennstoffe, Biokraftstoffe und Biomasse-Brennstoffe mit hohem Risiko indirekter Landnutzungsänderungen für das Gesamtziel	Y			
HILUC_TT_SHR	Share of high indirect land use change-risk bioliquids, biofuels and biomass fuels for transport target	Part des bioliquides, biocarburants et combustibles issus de la biomasse présentant un risque élevé de changement indirect dans l’affectation des sols par rapport à l’objectif pour le secteur des transports	Anteil flüssiger Biobrennstoffe, Biokraftstoffe und Biomasse-Brennstoffe mit hohem Risiko indirekter Landnutzungsänderungen für das Verkehrssektortziel	Y			
AVI_REC	Aviation - reported energy consumption	Aviation - consommation d'énergie déclarée	Luftfahrt - gemeldeter Energieverbrauch	Y			
AVI_AEC	Aviation - actual energy consumption	Aviation - consommation d'énergie réelle	Luftfahrt - tatsächlicher Energieverbrauch	Y			
AVI_CAP	Aviation cap	Plafond de l'aviation	Obergrenze für Flugverkehr	Y			
ST_JP_JSS	Statistical transfers, joint projects and joint support schemes	Transferts statistiques, projets communs et régimes d’aide communs	Statistische Transfers, gemeinsame Projekte und gemeinsame Förderregelungen	Y			
ST_JP_JSS_TAA	Statistical transfers, joint projects and joint support schemes - total amount to be added	Transferts statistiques, projets communs et régimes d’aide communs - montant total à ajouter	Statistische Transfers, gemeinsame Projekte und gemeinsame Förderregelungen -  zu addierender Gesamtbetrag	M			
