CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
PCH_PRE_PER	Percentage change on previous period (based on persons)	Variation en pourcentage par rapport à la période précédente (basée sur les personnes)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von Personen)	M			
PCH_PRE_HW	Percentage change on previous period (based on hours worked)	Variation en pourcentage par rapport à la période précédente (basée sur les heures travaillées)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von geleisteten Arbeitsstunden)	M			
PCH_SM_PER	Percentage change compared to same period in previous year (based on persons)	Variation en pourcentage par rapport à la période correspondante de l'année précédente (basée sur les personnes)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Personen)	M			
PCH_SM_HW	Percentage change compared to same period in previous year (based on hours worked)	Variation en pourcentage par rapport à la période correspondante de l'année précédente (basée sur les heures travaillées)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von geleisteten Arbeitsstunden)	M			
PCH_SM_JOB	Percentage change compared to same period in previous year (based on jobs)	Variation en pourcentage par rapport à la période correspondante de l'année précédente (basée sur les emplois)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Arbeitsplätzen)	M			
PCH_SM_FTE	Percentage change compared to same period in previous year (based on full-time equivalents)	Variation en pourcentage par rapport à la période correspondante de l'année précédente (basée sur les équivalents temps plein)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Vollzeitäquivalenten)	M			
PCH_SM_2Y	Percentage change compared to same period two years ago	Variation en pourcentage par rapport à la période correspondante il y a deux ans	Veränderung in Prozent gegenüber dem Zeitraum vor zwei Jahren	M			
PCH_SM_19	Percentage change compared to same month in 2019	Variation en pourcentage par rapport au même mois de 2019	Veränderung in Prozent gegenüber dem entsprechenden Monat in 2019	M			
PCH_PRE_NAC_CP	Percentage change on previous period, national currency, current prices	Variation en pourcentage par rapport à la période précédente, monnaie nationale, prix courants	Veränderung in Prozent gegenüber der Vorperiode, Landeswährung, jeweilige Preise	M			
PCH_5Y_CPI15_NAC	Price index - percentage change (t/t-5), based on 2015=100 and national currency	Indice des prix - variation en pourcentage (t/t-5), basée sur 2015=100 et la monnaie nationale	Preisindex - Veränderung in Prozent (t/t-5), auf Basis von 2015=100 und der Landeswährung	M			
PCH_PRE_EUR	Percentage change on previous period, euro	Variation en pourcentage par rapport à la période précédente, euro	Veränderung in Prozent gegenüber der Vorperiode, Euro	M			
PCH_PRE_HAB	Percentage change on previous period (based on inhabitants)	Variation en pourcentage par rapport à la période précédente (basée sur les habitants)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von Einwohnern)	M			
PCH_PRE_FTE	Percentage change on previous period (based on full-time equivalents)	Variation en pourcentage par rapport à la période précédente (basée sur les équivalents temps plein)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von Vollzeitäquivalenten)	M			
PCH_PRE_JOB	Percentage change on previous period (based on jobs)	Variation en pourcentage par rapport à la période précédente (basée sur les emplois)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von Arbeitsplätzen)	M			
PCH_PRE_PERS_SCA	Percentage change on previous period (based on persons, SCA)	Variation en pourcentage par rapport à la période précédente (basée sur les personnes, SCA)	Veränderung in Prozent gegenüber der Vorperiode (auf Basis von Personen, SCA)	M			
PCH_SAME_PERS_NSA	Percentage change compared to same period in previous year (based on persons, NSA)	Variation en pourcentage comparée à la période correspondante de l'année précédente (basée sur les personnes, NSA)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Personen, NSA)	M			
PCH_SM_PER_NSA	Percentage change compared to same period in previous year (based on persons, NSA)	Variation en pourcentage comparée à la période correspondante de l'année précédente (basée sur les personnes, NSA)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Personen, NSA)	M			
PCH_SM_PER_SCA	Percentage change compared to same period in previous year (based on persons, SCA)	Variation en pourcentage comparée à la période correspondante de l'année précédente (basée sur les personnes, SCA)	Veränderung in Prozent gegenüber dem Vorjahreszeitraum (auf Basis von Personen, SCA)	M			
PCH_M1	Percentage change m/m-1	Variation en pourcentage m/m-1	Veränderung in Prozent m/m-1	M			
PCH_M1_NSA	Percentage change m/m-1 (NSA)	Variation en pourcentage m/m-1 (NSA)	Veränderung in Prozent m/m-1 (NSA)	M			
PCH_M1_SA	Percentage change m/m-1 (SA)	Variation en pourcentage m/m-1 (SA)	Veränderung in Prozent m/m-1 (SA)	M			
PCH_M1_SCA	Percentage change m/m-1 (SCA)	Variation en pourcentage m/m-1 (SCA)	Veränderung in Prozent m/m-1 (SCA)	M			
PCH_Q1_NSA	Percentage change q/q-1 (NSA)	Variation en pourcentage q/q-1 (NSA)	Veränderung in Prozent q/q-1 (NSA)	M			
PCH_Q1_SCA	Percentage change q/q-1 (SCA)	Variation en pourcentage q/q-1 (SCA)	Veränderung in Prozent q/q-1 (SCA)	M			
PCH_Q4_NSA	Percentage change q/q-4 (NSA)	Variation en pourcentage q/q-4 (NSA)	Veränderung in Prozent q/q-4 (NSA)	M			
PCH_Q4_SCA	Percentage change q/q-4 (SCA)	Variation en pourcentage q/q-4 (SCA)	Veränderung in Prozent q/q-4 (SCA)	M			
PCH_Q4_CA	Percentage change q/q-4 (CA)	Variation en pourcentage q/q-4 (CA)	Veränderung in Prozent q/q-4 (CA)	M			
PCH_M12	Percentage change m/m-12	Variation en pourcentage m/m-12	Veränderung in Prozent m/m-12	M			
PCH_M12_NSA	Percentage change m/m-12 (NSA)	Variation en pourcentage m/m-12 (NSA)	Veränderung in Prozent m/m-12 (NSA)	M			
PCH_M12_CA	Percentage change m/m-12 (CA)	Variation en pourcentage m/m-12 (CA)	Veränderung in Prozent m/m-12 (CA)	M			
PCH_MV12	Percentage change - 12-months average	Variation en pourcentage - moyenne sur 12 mois	Veränderung in Prozent - Durchschnitt über 12 Monate	M			
PCH_M24	Percentage change m/m-24	Variation en pourcentage m/m-24	Veränderung in Prozent m/m-24	M			
PCH_1Y	Percentage change (t/t-1)	Variation en pourcentage (t/t-1)	Veränderung in Prozent (t/t-1)	M			
PCH_3Y	Percentage change (t/t-3)	Variation en pourcentage (t/t-3)	Veränderung in Prozent (t/t-3)	M			
PCH_5Y	Percentage change (t/t-5)	Variation en pourcentage (t/t-5)	Veränderung in Prozent (t/t-5)	M			
PCH_10Y	Percentage change (t/t-10)	Variation en pourcentage (t/t-10)	Veränderung in Prozent (t/t-10)	M			
PCH_WRL_1Y	Percentage of world total - 1-year change	Pourcentage du total mondial - variations sur 1 an	Prozentsatz von der Welt insgesamt - Veränderung auf 1 Jahr	M			
PCH_WRL_3Y	Percentage of world total - 3 year change	Pourcentage du total mondial - variations sur 3 ans	Prozentsatz von der Welt insgesamt - Veränderung auf 3 Jahre	M			
PCH_WRL_5Y	Percentage of world total - 5-year change	Pourcentage du total mondial - variations sur 5 ans	Prozentsatz von der Welt insgesamt - Veränderung auf 5 Jahre	M			
PCH_OECD_5Y	Percentage of OECD total - 5-year change	Pourcentage du total OCDE - variations sur 5 ans	Prozentsatz von der OECD insgesamt - Veränderung auf 5 Jahre	M			
PCH_OECD_EU_1Y	Percentage of OECD and non-OECD EU countries total - 1-year change	Pourcentage du total des pays de l’OCDE et des États membres de l'UE hors OCDE - variation sur 1 an	Prozent von OECD Ländern und von EU Mitgliedstaaten nicht in OECD insgesamt - Veränderung auf 1 Jahr	M			
PCH_OECD_EU_3Y	Percentage of OECD and non-OECD EU countries total - 3-year change	Pourcentage du total des pays de l’OCDE et des États membres de l'UE hors OCDE - variation sur 3 ans	Prozent von OECD Ländern und von EU Mitgliedstaaten nicht in OECD insgesamt - Veränderung auf 3 Jahre	M			
PCH_OECD_EU_5Y	Percentage of the total of OECD countries and EU Member States not in OECD - 5-year change	Pourcentage du total des pays de l’OCDE et des États membres de l'UE hors OCDE - variation sur 5 ans	Prozent von OECD Ländern und von EU Mitgliedstaaten nicht in OECD insgesamt - Veränderung auf 5 Jahre	M			
CP_MEUR	Current prices, million euro	Prix courants, millions d'euros	Jeweilige Preise, Millionen Euro	M			
CP_MNAC	Current prices, million units of national currency	Prix courants, millions de monnaie nationale	Jeweilige Preise, Millionen Landeswährung	M			
CP_MPPS	Current prices, million purchasing power standards	Prix courants, millions de standards de pouvoir d'achat	Jeweilige Preise, Millionen Kaufkraftstandards	M			
CP_MPPS_EU27_2020	Current prices, million purchasing power standards (PPS, EU27 from 2020)	Prix courants, millions de standards de pouvoir d'achat (SPA, UE27 à partir de 2020)	Jeweilige Preise, Millionen Kaufkraftstandards (KKS, EU27 ab 2020)	M			
CP_MUSD	Current prices, million US dollars	Prix courants, millions de dollars US	Jeweilige Preise, Millionen US Dollar	M			
CP_EUR_HAB	Current prices, euro per capita	Prix courants, euros par personne	Jeweilige Preise, Euro pro Kopf	M			
CP_NAC_HAB	Current prices, units of national currency per capita	Prix courants, monnaie nationale par personne	Jeweilige Preise, Landeswährung pro Kopf	M			
CP_PPS_HAB	Current prices, purchasing power standard per capita	Prix courants, standard de pouvoir d'achat par personne	Jeweilige Preise, Kaufkraftstandards pro Kopf	M			
CP_PPS_EU27_2020_HAB	Current prices, purchasing power standard (PPS, EU27 from 2020) per capita	Prix courants, standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par personne	Jeweilige Preise, Kaufkraftstandards (KKS, EU27 ab 2020) pro Kopf	M			
CLV20_MEUR	Chain linked volumes (2020), million euro	Volumes chaînés (2020), millions d'euros	Verkettete Volumen (2020), Millionen Euro	M			
CLV15_MEUR	Chain linked volumes (2015), million euro	Volumes chaînés (2015), millions d'euros	Verkettete Volumen (2015), Millionen Euro	M			
CLV10_MEUR	Chain linked volumes (2010), million euro	Volumes chaînés (2010), millions d'euros	Verkettete Volumen (2010), Millionen Euro	M			
CLV05_MEUR	Chain linked volumes (2005), million euro	Volumes chaînés (2005), millions d'euros	Verkettete Volumen (2005), Millionen Euro	M			
CLV20_MNAC	Chain linked volumes (2020), million units of national currency	Volumes chaînés (2020), millions de monnaie nationale	Verkettete Volumen (2020), Millionen Landeswährung	M			
CLV15_MNAC	Chain linked volumes (2015), million units of national currency	Volumes chaînés (2015), millions de monnaie nationale	Verkettete Volumen (2015), Millionen Landeswährung	M			
CLV10_MNAC	Chain linked volumes (2010), million units of national currency	Volumes chaînés (2010), millions de monnaie nationale	Verkettete Volumen (2010), Millionen Landeswährung	M			
CLV05_MNAC	Chain linked volumes (2005), million units of national currency	Volumes chaînés (2005), millions de monnaie nationale	Verkettete Volumen (2005), Millionen Landeswährung	M			
CLV_I20_HAB	Chain linked volumes, Index 2020=100, per capita	Volumes chaînés, indice 2020=100, par personne	Verkettete Volumen, Index 2020=100, pro Kopf	M			
CLV_I15_HAB	Chain linked volumes, Index 2015=100, per capita	Volumes chaînés, indice 2015=100, par personne	Verkettete Volumen, Index 2015=100, pro Kopf	M			
CLV_I10_HAB	Chain linked volumes, Index 2010=100, per capita	Volumes chaînés, indice 2010=100, par personne	Verkettete Volumen, Index 2010=100, pro Kopf	M			
CLV20_EUR_HAB	Chain linked volumes (2020), euro per capita	Volumes chaînés (2020), euros par personne	Verkettete Volumen (2020), Euro pro Kopf	M			
CLV15_EUR_HAB	Chain linked volumes (2015), euro per capita	Volumes chaînés (2015), euros par personne	Verkettete Volumen (2015), Euro pro Kopf	M			
CLV10_EUR_HAB	Chain linked volumes (2010), euro per capita	Volumes chaînés (2010), euros par personne	Verkettete Volumen (2010), Euro pro Kopf	M			
CLV15_EUR_AWU	Chain linked volumes (2015), euro per annual work unit (AWU)	Volumes chaînés (2015), euro par unité de travail annuel (UTA)	Verkettete Volumen (2015), Euro pro jährliche Arbeitseinheit (JAE)	M			
CLV_PY_MEUR	Chain linked volumes, previous year, million euro	Volumes chaînés, année précédente, millions d'euros	Verkettete Volumen, Vorjahr, Millionen Euro	M			
CLV_PY_MNAC	Chain linked volumes, previous year, million units of national currency	Volumes chaînés, année précédente, millions de monnaie nationale	Verkettete Volumen, Vorjahr, Millionen Landeswährung	M			
CLV_PCH_PRE	Chain linked volumes, percentage change on previous period	Volumes chaînés, variation en pourcentage par rapport à la période précédente	Verkettete Volumen, Veränderung in Prozent gegenüber der Vorperiode	M			
CLV_PCH_SM	Chain linked volumes, percentage change compared to same period in previous year	Volumes chaînés, variation en pourcentage par rapport à la période correspondante de l'année précédente	Verkettete Volumen, Veränderung in Prozent gegenüber dem Vorjahreszeitraum	M			
CLV_PCH_ANN	Chain linked volumes, annualized percentage change on previous period	Volumes chaînés, variation annualisée en pourcentage par rapport à la période précédente	Verkettete Volumen, jährliche Veränderung in Prozent gegenüber der Vorperiode	M			
CLV_PCH_PRE_HAB	Chain linked volumes, percentage change on previous period, per capita	Volumes chaînés, variation en pourcentage par rapport à la période précédente, par personne	Verkettete Volumen,Veränderung in Prozent gegenüber der Vorperiode, pro Kopf	M			
CLV_PCH_SM_HAB	Chain linked volumes, percentage change compared to same period in previous year, per capita	Volumes chaînés, variation en pourcentage par rapport à la période correspondante de l'année précédente, par personne	Verkettete Volumen,  Veränderung in Prozent gegenüber dem Vorjahreszeitraum, pro Kopf	M			
PYP_MEUR	Previous year prices, million euro	Prix de l'année précédente, millions d'euros	Vorjahrespreise, Millionen Euro	M			
PYP_MNAC	Previous year prices, million units of national currency	Prix de l'année précédente, millions de monnaie nationale	Vorjahrespreise, Millionen Landeswährung	M			
PYP_MUSD	Previous year prices, million US dollars	Prix de l'année précédente, millions de dollars US	Vorjahrespreise, Millionen US Dollar	M			
CON_PPCH_PRE	Contribution to GDP growth, percentage point change on previous period	Contribution à la croissance du PIB, variation en points de pourcentage par rapport à la période précédente	Beitrag zum BIP-Wachstum, Veränderung in Prozentpunkten gegenüber der Vorperiode	M			
CON_PPCH_SM	Contribution to GDP growth, percentage point change compared to same period in previous year	Contribution à la croissance du PIB, variation en points de pourcentage par rapport à la période correspondante de l'année précédente	Beitrag zum BIP-Wachstum, Veränderung in Prozentpunkten gegenüber dem Vorjahreszeitraum	M			
PD20_EUR	Price index (implicit deflator), 2020=100, euro	Indice des prix (déflateur implicite), 2020=100, euro	Preisindex (impliziter Deflator), 2020=100, Euro	M			
PD15_EUR	Price index (implicit deflator), 2015=100, euro	Indice des prix (déflateur implicite), 2015=100, euro	Preisindex (impliziter Deflator), 2015=100, Euro	M			
PD10_EUR	Price index (implicit deflator), 2010=100, euro	Indice des prix (déflateur implicite), 2010=100, euro	Preisindex (impliziter Deflator), 2010=100, Euro	M			
PD05_EUR	Price index (implicit deflator), 2005=100, euro	Indice des prix (déflateur implicite), 2005=100, euro	Preisindex (impliziter Deflator), 2005=100, Euro	M			
PD20_NAC	Price index (implicit deflator), 2020=100, national currency	Indice des prix (déflateur implicite), 2020=100, monnaie nationale	Preisindex (impliziter Deflator), 2020=100, Landeswährung	M			
PD15_NAC	Price index (implicit deflator), 2015=100, national currency	Indice des prix (déflateur implicite), 2015=100, monnaie nationale	Preisindex (impliziter Deflator), 2015=100, Landeswährung	M			
PD10_NAC	Price index (implicit deflator), 2010=100, national currency	Indice des prix (déflateur implicite), 2010=100, monnaie nationale	Preisindex (impliziter Deflator), 2010=100, Landeswährung	M			
PD05_NAC	Price index (implicit deflator), 2005=100, national currency	Indice des prix (déflateur implicite), 2005=100, monnaie nationale	Preisindex (impliziter Deflator), 2005=100, Landeswährung	M			
PD_PCH_PRE_EUR	Price index (implicit deflator), percentage change on previous period, euro	Indice des prix (déflateur implicite), variation en pourcentage par rapport à la période précédente, euro	Preisindex (impliziter Deflator), Veränderung in Prozent gegenüber der Vorperiode, Euro	M			
PD_PCH_PRE_NAC	Price index (implicit deflator), percentage change on previous period, national currency	Indice des prix (déflateur implicite), variation en pourcentage par rapport à la période précédente, monnaie nationale	Preisindex (impliziter Deflator), Veränderung in Prozent gegenüber der Vorperiode, Landeswährung	M			
PD_PCH_SM_EUR	Price index (implicit deflator), percentage change compared to same period in previous year, euro	Indice des prix (déflateur implicite), variation en pourcentage par rapport à la période correspondante de l'année précédente, euro	Preisindex (impliziter Deflator), Veränderung in Prozent gegenüber dem Vorjahreszeitraum, Euro	M			
PD_PCH_SM_NAC	Price index (implicit deflator), percentage change compared to same period in previous year, national currency	Indice des prix (déflateur implicite), variation en pourcentage par rapport à la période correspondante de l'année précédente, monnaie nationale	Preisindex (impliziter Deflator), Veränderung in Prozent gegenüber dem Vorjahreszeitraum, Landeswährung	M			
CRC_MEUR	Current replacement costs, million euro	Coût de remplacement courant, millions d'euros	Jeweilige Wiederbeschaffungspreise, Millionen Euro	M			
CRC_MNAC	Current replacement costs, million units of national currency	Coût de remplacement courant, millions de monnaie nationale	Jeweilige Wiederbeschaffungspreise, Millionen Landeswährung	M			
PYR_MEUR	Previous year replacement costs, million euro	Coût de remplacement aux prix de l'année précédente, millions d'euros	Vorjahres-Wiederbeschaffungspreise, Millionen Euro	M			
PYR_MNAC	Previous year replacement costs, million units of national currency	Coût de remplacement aux prix de l'année précédente, millions de monnaie nationale	Vorjahres-Wiederbeschaffungspreise, Millionen Landeswährung	M			
EB	Exabyte	Exabyte	Exabyte	Y			
PC_RWA	Percentage of risk-weighted assets	En pourcentage des actifs pondérés en fonction des risques	Prozentsatz der risikogewichteten Aktiva	M			
CID_A_AVG	Annual average core inflation differential (overall rate of change excluding energy, food, alcohol and tobacco)	Écart d'inflation sous-jacente moyen annuel (taux de variation global excluant l'énergie, les aliments, l'alcool et le tabac)	Jährliches durchschnittliches Kerninflationsgefälle (Gesamtveränderungsrate ohne Energie, Lebensmittel, Alkohol und Tabak)	M			
CID_EA	Core inflation differential vis-à-vis the euro area	Ecart d'inflation sous-jacente vis-à-vis de la zone euro	Kerninflationsgefälle gegenüber dem Euroraum	M			
PTIR	Price-to-income ratio	Ratio prix/revenu	Preis/Ertrag Verhältnis	M			
PTIR_I15	Price-to-income ratio, index 2015=100	Ratio prix/revenu, indice 2015=100	Preis/Ertrag Verhältnis, Index 2015=100	M			
PTIR_LT_AVG	Price-to-income ratio relative to long-term average	Ratio prix/revenu par rapport à la moyenne à long terme	Preis/Ertrag Verhältnis zu langfristigem Durchschnitt	M			
SPTIR	Standardised price-to-income ratio	Ratio prix/revenu standardisé	Standardisiertes Preis/Ertrag Verhältnis	M			
M2_THAB	Square metres per 1000 inhabitants	Mètres carrés par millier d'habitants	Hundert Quadratmeter pro tausend Einwohner	M			
CFU	Colony-forming unit (CFU)	Unité formant colonie (UFC)	Koloniebildende Einheit (CFU)	M			
SC	Score	Score	Punktzahl	M			
